t x1 x2 w1 w2 w3
0.000000 0.5 0.7 2.05119e-09 0 1
0.001000 0.500067 0.699805 2.05119e-09 0 1
0.002000 0.500281 0.699188 2.05119e-09 0 1
0.003000 0.500436 0.698742 2.05119e-09 0 1
0.004000 0.500504 0.698547 2.05119e-09 0 1
0.005000 0.500719 0.697932 2.05119e-09 0 1
0.006000 0.500875 0.697486 2.05119e-09 0 1
0.007000 0.500943 0.697292 2.05119e-09 0 1
0.008000 0.501158 0.696678 2.05119e-09 0 1
0.009000 0.501315 0.696234 2.05119e-09 0 1
0.010000 0.501384 0.69604 2.05119e-09 0 1
0.011000 0.501601 0.695428 2.05119e-09 0 1
0.012000 0.501758 0.694985 2.05119e-09 0 1
0.013000 0.501827 0.694792 2.05119e-09 0 1
0.014000 0.502045 0.694182 2.05119e-09 0 1
0.015000 0.502203 0.69374 2.05119e-09 0 1
0.016000 0.502273 0.693547 2.05119e-09 0 1
0.017000 0.502492 0.692938 2.05119e-09 0 1
0.018000 0.502651 0.692497 2.05119e-09 0 1
0.019000 0.50272 0.692305 2.05119e-09 0 1
0.020000 0.502941 0.691697 2.05119e-09 0 1
0.021000 0.503101 0.691258 2.05119e-09 0 1
0.022000 0.503171 0.691066 2.05119e-09 0 1
0.023000 0.503392 0.69046 2.05119e-09 0 1
0.024000 0.503553 0.690021 2.05119e-09 0 1
0.025000 0.503623 0.68983 2.05119e-09 0 1
0.026000 0.503845 0.689226 2.05119e-09 0 1
0.027000 0.504007 0.688788 2.05119e-09 0 1
0.028000 0.504078 0.688597 2.05119e-09 0 1
0.029000 0.504301 0.687995 2.05119e-09 0 1
0.030000 0.504464 0.687558 2.05119e-09 0 1
0.031000 0.504535 0.687368 2.05119e-09 0 1
0.032000 0.504759 0.686767 2.05119e-09 0 1
0.033000 0.504922 0.686332 2.05119e-09 0 1
0.034000 0.504994 0.686142 2.05119e-09 0 1
0.035000 0.50522 0.685542 2.05119e-09 0 1
0.036000 0.505383 0.685108 2.05119e-09 0 1
0.037000 0.505455 0.684918 2.05119e-09 0 1
0.038000 0.505682 0.68432 2.05119e-09 0 1
0.039000 0.505847 0.683887 2.05119e-09 0 1
0.040000 0.505919 0.683698 2.05119e-09 0 1
0.041000 0.506147 0.683102 2.05119e-09 0 1
0.042000 0.506313 0.68267 2.05119e-09 0 1
0.043000 0.506385 0.682481 2.05119e-09 0 1
0.044000 0.506614 0.681886 2.05119e-09 0 1
0.045000 0.506781 0.681456 2.05119e-09 0 1
0.046000 0.506853 0.681268 2.05119e-09 0 1
0.047000 0.507084 0.680674 2.05119e-09 0 1
0.048000 0.507251 0.680244 2.05119e-09 0 1
0.049000 0.507324 0.680057 2.05119e-09 0 1
0.050000 0.507555 0.679465 2.05119e-09 0 1
0.051000 0.507723 0.679036 2.05119e-09 0 1
0.052000 0.507797 0.678849 2.05119e-09 0 1
0.053000 0.508029 0.678259 2.05119e-09 0 1
0.054000 0.508198 0.677831 2.05119e-09 0 1
0.055000 0.508272 0.677645 2.05119e-09 0 1
0.056000 0.508505 0.677056 2.05119e-09 0 1
0.057000 0.508675 0.676629 2.05119e-09 0 1
0.058000 0.508749 0.676443 2.05119e-09 0 1
0.059000 0.508984 0.675856 2.05119e-09 0 1
0.060000 0.509154 0.675431 2.05119e-09 0 1
0.061000 0.509229 0.675245 2.05119e-09 0 1
0.062000 0.509465 0.674659 2.05119e-09 0 1
0.063000 0.509636 0.674235 2.05119e-09 0 1
0.064000 0.509711 0.67405 2.05119e-09 0 1
0.065000 0.509948 0.673465 2.05119e-09 0 1
0.066000 0.51012 0.673042 2.05119e-09 0 1
0.067000 0.510195 0.672858 2.05119e-09 0 1
0.068000 0.510433 0.672275 2.05119e-09 0 1
0.069000 0.510606 0.671853 2.05119e-09 0 1
0.070000 0.510682 0.671669 2.05119e-09 0 1
0.071000 0.510921 0.671087 2.05119e-09 0 1
0.072000 0.511095 0.670666 2.05119e-09 0 1
0.073000 0.511171 0.670483 2.05119e-09 0 1
0.074000 0.511411 0.669903 2.05119e-09 0 1
0.075000 0.511585 0.669483 2.05119e-09 0 1
0.076000 0.511662 0.6693 2.05119e-09 0 1
0.077000 0.511903 0.668722 2.05119e-09 0 1
0.078000 0.512079 0.668303 2.05119e-09 0 1
0.079000 0.512155 0.66812 2.05119e-09 0 1
0.080000 0.512398 0.667543 2.05119e-09 0 1
0.081000 0.512574 0.667126 2.05119e-09 0 1
0.082000 0.512651 0.666943 2.05119e-09 0 1
0.083000 0.512895 0.666368 2.05119e-09 0 1
0.084000 0.513072 0.665951 2.05119e-09 0 1
0.085000 0.513149 0.66577 2.05119e-09 0 1
0.086000 0.513394 0.665196 2.05119e-09 0 1
0.087000 0.513571 0.66478 2.05119e-09 0 1
0.088000 0.513649 0.664599 2.05119e-09 0 1
0.089000 0.513895 0.664027 2.05119e-09 0 1
0.090000 0.514074 0.663612 2.05119e-09 0 1
0.091000 0.514152 0.663432 2.05119e-09 0 1
0.092000 0.514399 0.662861 2.05119e-09 0 1
0.093000 0.514578 0.662447 2.05119e-09 0 1
0.094000 0.514657 0.662267 2.05119e-09 0 1
0.095000 0.514905 0.661698 2.05119e-09 0 1
0.096000 0.515085 0.661286 2.05119e-09 0 1
0.097000 0.515164 0.661106 2.05119e-09 0 1
0.098000 0.515413 0.660538 2.05119e-09 0 1
0.099000 0.515594 0.660127 2.05119e-09 0 1
0.100000 0.515673 0.659947 2.05119e-09 0 1
0.101000 0.515924 0.659381 2.05119e-09 0 1
0.102000 0.516105 0.658971 2.05119e-09 0 1
0.103000 0.516185 0.658792 2.05119e-09 0 1
0.104000 0.516437 0.658227 2.05119e-09 0 1
0.105000 0.516619 0.657818 2.05119e-09 0 1
0.106000 0.516699 0.65764 2.05119e-09 0 1
0.107000 0.516952 0.657076 2.05119e-09 0 1
0.108000 0.517135 0.656668 2.05119e-09 0 1
0.109000 0.517215 0.65649 2.05119e-09 0 1
0.110000 0.517469 0.655928 2.05119e-09 0 1
0.111000 0.517653 0.655522 2.05119e-09 0 1
0.112000 0.517734 0.655344 2.05119e-09 0 1
0.113000 0.517989 0.654784 2.05119e-09 0 1
0.114000 0.518174 0.654378 2.05119e-09 0 1
0.115000 0.518255 0.654201 2.05119e-09 0 1
0.116000 0.518511 0.653642 2.05119e-09 0 1
0.117000 0.518697 0.653237 2.05119e-09 0 1
0.118000 0.518778 0.653061 2.05119e-09 0 1
0.119000 0.519035 0.652503 2.05119e-09 0 1
0.120000 0.519222 0.652099 2.05119e-09 0 1
0.121000 0.519304 0.651923 2.05119e-09 0 1
0.122000 0.519562 0.651367 2.05119e-09 0 1
0.123000 0.51975 0.650965 2.05119e-09 0 1
0.124000 0.519832 0.650789 2.05119e-09 0 1
0.125000 0.520091 0.650235 2.05119e-09 0 1
0.126000 0.520279 0.649833 2.05119e-09 0 1
0.127000 0.520362 0.649658 2.05119e-09 0 1
0.128000 0.520622 0.649105 2.05119e-09 0 1
0.129000 0.520811 0.648704 2.05119e-09 0 1
0.130000 0.520894 0.64853 2.05119e-09 0 1
0.131000 0.521156 0.647978 2.05119e-09 0 1
0.132000 0.521346 0.647579 2.05119e-09 0 1
0.133000 0.521429 0.647405 2.05119e-09 0 1
0.134000 0.521692 0.646854 2.05119e-09 0 1
0.135000 0.521883 0.646456 2.05119e-09 0 1
0.136000 0.521966 0.646282 2.05119e-09 0 1
0.137000 0.52223 0.645734 2.05119e-09 0 1
0.138000 0.522422 0.645336 2.05119e-09 0 1
0.139000 0.522505 0.645163 2.05119e-09 0 1
0.140000 0.52277 0.644616 2.05119e-09 0 1
0.141000 0.522963 0.64422 2.05119e-09 0 1
0.142000 0.523047 0.644047 2.05119e-09 0 1
0.143000 0.523313 0.643501 2.05119e-09 0 1
0.144000 0.523507 0.643106 2.05119e-09 0 1
0.145000 0.523591 0.642934 2.05119e-09 0 1
0.146000 0.523858 0.642389 2.05119e-09 0 1
0.147000 0.524053 0.641995 2.05119e-09 0 1
0.148000 0.524137 0.641823 2.05119e-09 0 1
0.149000 0.524406 0.64128 2.05119e-09 0 1
0.150000 0.524601 0.640887 2.05119e-09 0 1
0.151000 0.524686 0.640716 2.05119e-09 0 1
0.152000 0.524956 0.640175 2.05119e-09 0 1
0.153000 0.525151 0.639783 2.05119e-09 0 1
0.154000 0.525237 0.639612 2.05119e-09 0 1
0.155000 0.525508 0.639072 2.05119e-09 0 1
0.156000 0.525704 0.638681 2.05119e-09 0 1
0.157000 0.52579 0.63851 2.05119e-09 0 1
0.158000 0.526062 0.637972 2.05119e-09 0 1
0.159000 0.52626 0.637582 2.05119e-09 0 1
0.160000 0.526346 0.637412 2.05119e-09 0 1
0.161000 0.526619 0.636875 2.05119e-09 0 1
0.162000 0.526817 0.636486 2.05119e-09 0 1
0.163000 0.526904 0.636316 2.05119e-09 0 1
0.164000 0.527178 0.635781 2.05119e-09 0 1
0.165000 0.527377 0.635393 2.05119e-09 0 1
0.166000 0.527464 0.635224 2.05119e-09 0 1
0.167000 0.527739 0.63469 2.05119e-09 0 1
0.168000 0.527939 0.634303 2.05119e-09 0 1
0.169000 0.528027 0.634134 2.05119e-09 0 1
0.170000 0.528303 0.633601 2.05119e-09 0 1
0.171000 0.528504 0.633216 2.05119e-09 0 1
0.172000 0.528591 0.633048 2.05119e-09 0 1
0.173000 0.528869 0.632516 2.05119e-09 0 1
0.174000 0.529071 0.632132 2.05119e-09 0 1
0.175000 0.529159 0.631964 2.05119e-09 0 1
0.176000 0.529437 0.631434 2.05119e-09 0 1
0.177000 0.52964 0.63105 2.05119e-09 0 1
0.178000 0.529728 0.630883 2.05119e-09 0 1
0.179000 0.530008 0.630355 2.05119e-09 0 1
0.180000 0.530211 0.629972 2.05119e-09 0 1
0.181000 0.5303 0.629805 2.05119e-09 0 1
0.182000 0.530581 0.629278 2.05119e-09 0 1
0.183000 0.530785 0.628897 2.05119e-09 0 1
0.184000 0.530874 0.62873 2.05119e-09 0 1
0.185000 0.531156 0.628205 2.05119e-09 0 1
0.186000 0.531361 0.627824 2.05119e-09 0 1
0.187000 0.531451 0.627658 2.05119e-09 0 1
0.188000 0.531734 0.627134 2.05119e-09 0 1
0.189000 0.53194 0.626755 2.05119e-09 0 1
0.190000 0.53203 0.626589 2.05119e-09 0 1
